ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
204-224-1,,204,224,suolaine ~ suolahine,suolaine ~ suolahine,,,KKSV,,,,,,,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
207-224-1,,207,224,solakaz,solakaz,,,VVS,,,,,,,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
208-224-1,,208,224,sōlain,sōlain,s oː l ɑ i n,,InkmSk,,,,,sōlain,soːlɑin,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
209-224-1,,209,224,sōлe̮in,sōлe̮in,s oː l ɤ i n,,VKJMS,,,,,sōle̮in,soːlɤin,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
210-224-1,,210,224,soolane,soolane,s oː l ɑ n e,,SVSk,,,,,,soːlɑne,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
211-224-1,,211,224,soolanõ,soolanõ,,,VESr,,,,,,,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
212-224-1,,212,224,sùoli,sùoli,,,LivWb,,,,,,,1,No clear IE source. A likely wandering word. Possibly loaned from Baltic?,
504-224-1,,504,224,kuźi̮t,kuźi̮t,k u ʑ ɯ t,,WotjWsch,,,,,kuźi̮t,kuʑɯt,2,,
901-224-1,,901,224,"si̮ri̮ləmə̄, si̮rńeəgə",si̮ri̮ləmə̄,s ɯ r ɯ l ə m əː,"Derivs. from ""si̮r"" 'salt; ice; white'",SlNgaRus,,,,,"si̮ri̮ləmə̄, si̮rńeəgə",sɯrɯləməː,3,,
901-224-2,,901,224,"si̮ri̮ləmə̄, si̮rńeəgə",si̮rńeəgə,s ɯ r ɲ e ə ɡ ə,"Derivs. from ""si̮r"" 'salt; ice; white'",SlNgaRus,,,,,"si̮ri̮ləmə̄, si̮rńeəgə",sɯrɲeəɡə,3,,
902-224-1,,902,224,sercawey°,sercawey°,,"Deriv. from ""ser"" 'white, salt'",JurSWb,,,,,,,3,,
907-224-1,,907,224,śāq,śāq,ɕ ɑː q,This 'salt'; 'salty' expressed with an adjectival form,SolkWb,,,,,śāq,ɕɑːq,4,Uncertain,
601-224-1,,601,224,sós,sós,ʃ oː ʃ,,FMSz,,,,,,ʃoːʃ,5,,
102-224-1,,102,224,sàlltàja,sàlltàja,,,WbWlap,,,,,,,1,,
104-224-1,,104,224,sállte,sállte,,,EZ,,,,,,,1,,"This noun, 'salty'"
105-224-1,,105,224,sálttis,sálttis,,,SSSg,,,,,,,1,,
106-224-1,,106,224,säältis,säältis,,,InsSSk,,,,,,,1,,
107-224-1,,107,224,sälttai,sälttai,,,SKosSk,,,,,,,1,,
108-224-1,,108,224,sūll’,sūll’,s uː lːʲ,,WOLD,,,,,,suːlːʲ,1,Cf. Rus “sol’”,
301-224-1,,301,224,"saltoź, salov",saltoź,s ɑ l t o ʑ,,MordWb,,,,,"saltoź, salov",sɑltoʑ,1,,
301-224-2,,301,224,"saltoź, salov",salov,s ɑ l o v,,MordWb,,,,,"saltoź, salov",sɑlov,1,,
401-224-1,,401,224,"šinčalan, šinčaltə̑me",šinčalan,ʃ i n tʃ ɑ l ɑ n,,SMSk;TscherWb,,,,,"šinčalan, šinčaltə̑me",ʃintʃɑlɑn,1,,
401-224-2,,401,224,"šinčalan, šinčaltə̑me",šinčaltə̑me,ʃ i n tʃ ɑ l t ə m e,,SMSk;TscherWb,,,,,"šinčalan, šinčaltə̑me",ʃintʃɑltəme,1,,
501-224-1,,501,224,sola,sola,s o l ɑ,,SyrjWsch,,,,,sola,solɑ,1,,
503-224-1,,503,224,sola,sola,s o l ɑ,,KoPRSl,,,,,sola,solɑ,1,,
101-225-1,,101,225,[Form not found],,,,NSsNdb,,,,,,,?,[Form not found],
203-225-1,,203,225,laho,laho,l ɑ ɦ o̞,,JL,,,,,,lɑɦo̞,1,,
204-225-1,,204,225,laho,laho,,,KKSV,,,,,,,1,,
207-225-1,,207,225,laho,laho,,,VVS,,,,,,,1,,
208-225-1,,208,225,laho,laho,l ɑ h o,,InkmSk,,,,,laho,lɑho,1,,
209-225-1,,209,225,лaho,лaho,l ɑ h o,,VKJMS,,,,,laho,lɑho,1,,
210-225-1,,210,225,mäda,mäda,m æ t ɑ,,SVSk,,,,,,mætɑ,2,,
211-225-1,,211,225,"määnüg, mädä",määnüg,,,VESr;SI,,,,,,,2,,
211-225-2,,211,225,"määnüg, mädä",mädä,,,VESr;SI,,,,,,,2,,
212-225-1,,212,225,praʾul,praʾul,,,LivWb,,,,,,,3,,
102-225-1,,102,225,meässkaa,meässkaa,,,WbWlap,,,,,,,4,,
104-225-1,,104,225,mieskas,mieskas,,Meaning not certain,EZ,,,,,,,4,,
105-225-1,,105,225,mieskkas,mieskkas,,,SSSg,,,,,,,4,,
106-225-1,,106,225,mieskas,mieskas,,,InsSSk,,,,,,,4,,
401-225-1,,401,225,mekšan,mekšan,m e k ʃ ɑ n,,SMSk;TscherWb,,,,,mekšan,mekʃɑn,4,Not from PFV *makša 'rotten',
107-225-1,,107,225,kuõcc,kuõcc,,,SKosSk,,,,,,,5,,
108-225-1,,108,225,kūdc,kūdc,k uː d c,,WOLD,,,,,,kuːdc,5,,
301-225-1,,301,225,makšov,makšov,m ɑ k ʃ o v,,MordWb,,,,,makšov,mɑkʃov,6,From PFV *makša 'rotten',
301-225-2,,301,225,naksado,naksado,n ɑ k s ɑ d o,,MordWb,,,,,naksado,nɑksɑdo,7,,
0-225-1,,0,225,*säji ?,*säji ?,,"Original meaning possibly 'rot, pus', ie. not primarily of wood",UEW;Sam88,,,,,,,8,,
501-225-1,,501,225,siś,siś,s i ɕ,,SyrjWsch,,,,,siś,siɕ,8,,
503-225-1,,503,225,siś,siś,s i ɕ,,KoPRSl,,,,,siś,siɕ,8,,
504-225-1,,504,225,śiś,śiś,ɕ i ɕ,,WotjWsch,,,,,śiś,ɕiɕ,8,,
601-225-1,,601,225,korhadt,korhadt,k o r h ɒ tː,,FMSz,,,,,,korhɒtː,9,,
701-225-1,,701,225,sāp,sāp,s ɑː p,,WogWb,,,,,sāp,sɑːp,10,,
807-225-1,,807,225,lö̆jəm,lö̆jəm,l ø ̆ j ə m,,DEWbOstj,,,,,lö̆jəm,lø̆jəm,11,,
902-225-1,,902,225,posawa,posawa,,,JurSWb,,,,,,,12,,
503-225-2,,503,225,ńolʹźe̮m,ńolʹźe̮m,ɲ o ʎ ʑ ɤ m,,KoPRSl,,,,,ńolʹźe̮m,ɲoʎʑɤm,13,,
907-225-1,,907,225,tēpəlʹ,tēpəlʹ,t eː p ə ʎ,,SolkWb,,,,,tēpəlʹ,teːpəʎ,14,,
601-225-2,,601,225,ro(t)hadt,rohadt,r o t h ɒ tː,,FMSz,,,,,,ro(t)hɒtː,15,,
107-225-2,,107,225,läähh,läähh,,,SKosSk,,,,,,,1,,
901-225-1,,901,225,čīniˀia,čīniˀia,tʃ iː n i ʔ i ɑ,,SlNgaRus,,,,,čīniˀia,tʃiːniʔiɑ,16,,
0-226-1,,0,226,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
101-226-1,,101,226,uktsie,uktsie,,,NSsNdb,,,,,,,1,,
102-226-1,,102,226,åktse,åktse,,,WbWlap,,,,,,,1,,
104-226-1,,104,226,åktse,åktse,,,EZ,,,,,,,1,,
105-226-1,,105,226,ovcci,ovcci,,,SSSg,,,,,,,1,,
106-226-1,,106,226,oovce,oovce,,,InsSSk,,,,,,,1,,
107-226-1,,107,226,ååʹuc ~ åʹhcc,ååʹuc ~ åʹhcc,,,SKosSk,,,,,,,1,,
108-226-1,,108,226,axxc,axxc,a xː c,,WOLD,,,,,,axːc,1,,
203-226-1,,203,226,yhdeksän,yhdeksän,y ç d e̞ k s æ n,,JL,,,,,,yçde̞ksæn,1,,
204-226-1,,204,226,yheksän,yheksän,,,KKSV,,,,,,,1,,
207-226-1,,207,226,ühesa,ühesa,,,NRVS,,,,,,,1,,
208-226-1,,208,226,üheksän,üheksän,y h e k s æ n,,InkmSk,,,,,üheksän,yheksæn,1,,
209-226-1,,209,226,ühesä,ühesä,y h e s æ,,VKJMS,,,,,ühesä,yhesæ,1,,
210-226-1,,210,226,üheksa,üheksa,y h e k s ɑ,,SVSk,,,,,,yheksɑ,1,,
211-226-1,,211,226,ütesä ~ ütessä,ütesä ~ ütessä,,,VESr,,,,,,,1,,
212-226-1,,212,226,īʾdəks ~ ǖʾdəks,īʾdəks ~ ǖʾdəks,,,LivWb,,,,,,,1,,
301-226-1,,301,226,veikse,veikse,v e i k s e,,MordWb,,,,,veikse,veikse,1,,
401-226-1,,401,226,"indeš, indeše",indeš,i n d e ʃ,Former attr.,SMSk;TscherWb,,,,,"indeš, indeše",indeʃ,1,,
401-226-2,,401,226,"indeš, indeše",indeše,i n d e ʃ e,Former attr.,SMSk;TscherWb,,,,,"indeš, indeše",indeʃe,1,,
501-226-1,,501,226,e̮k-mi̮s,e̮k-mi̮s,ɤ k m ɯ s,,SyrjWsch,,,,,e̮k-mi̮s,ɤk-mɯs,2,,
503-226-1,,503,226,e̮kmi̮s,e̮kmi̮s,ɤ k m ɯ s,,KoPRSl,,,,,e̮kmi̮s,ɤkmɯs,2,,
504-226-1,,504,226,uk-mi̮s,uk-mi̮s,u k m ɯ s,,WotjWsch,,,,,uk-mi̮s,uk-mɯs,2,,
601-226-1,,601,226,kilenc,kilenc,k i l ɛ n t͡s,,FMSz,,,,,,kilɛnt͡s,3,,
701-226-1,,701,226,ōntolow,ōntolow,oː n t o l o w,"Cf. ""low"" 'ten'",WogWb,,,,,ōntolow,oːntolow,4,,
902-226-1,,902,226,xasawa yúq,xasawa yúq,,,JurSWb,,,,,,,5,,Lit. 'man ten' [sic]
907-226-1,,907,226,okkər-ćāŋkut,okkər-ćāŋkut,o kː ə r tɕ ɑː ŋ k u t,Formed by the principle '10-1',SolkWb,,,,,okkər-ćāŋkut,okːər-tɕɑːŋkut,6,,
807-226-1,,807,226,ǝj-ǝrʽ-jǝŋ ~ ǝj-ǝrt-jǝŋ,ǝj-ǝrʽ-jǝŋ ~ ǝj-ǝrt-jǝŋ,ə j ə r j ə ŋ,"Cf. ""jǝŋ"" 'ten'; lit. ""one-additional-ten""",DEWbOstj,,,,,"əj-ər-jəŋ, əj-ərt-jəŋ","əj-ər-jəŋ, əj-ərt-jəŋ",7,,
901-226-1,,901,226,ŋamiajčumə,ŋamiajčumə,ŋ ɑ m i ɑ j tʃ u m ə,,SlNgaRus,,,,,ŋamiajčumə,ŋɑmiɑjtʃumə,8,,
209-227-1,,209,227,[Form not found],,,,VKJMS,,,,,,,?,[Form not found],
107-227-1,,107,227,ǩittum,ǩittum,,,SKosSk,,,,,,,1,,"Form of ""ǩeʹtted"" 'cook'"
108-227-1,,108,227,kɨpp’tma,kɨpp’tma,k ɨ pːʲ t m a,,WOLD,,,,,,kɨpːʲtma,1,Connection with other Finno-Saamic forms unclear,
203-227-1,,203,227,keitetty,keitetty,k e̞ i t̪ e̞ t̪ː y,,JL,,,,,,ke̞it̪e̞t̪ːy,1,,
204-227-1,,204,227,keitteä,keitteä,,,KKSV,,,,,,,1,,Verb 'cook'
207-227-1,,207,227,keittud,keittud,,,NRVS,,,,,,,1,,
208-227-1,,208,227,keiᴅettü,keiᴅettü,k e i d̥ e tː y,,InkmSk,,,,,keiᴅettü,keid̥etːy,1,,
210-227-1,,210,227,keedetud,keedetud,k eː t e tː u t,,SVSk,,,,,,keːtetːut,1,,
211-227-1,,211,227,keededüq,keededüq,,,VESr,,,,,,,1,,
212-227-1,,212,227,kìetə,kìetə,,,LivWb,,,,,,,1,,Verb 'cook'
101-227-1,,101,227,voessjedh,voessjedh,,,NSsNdb,,,,,,,2,,Verb 'cook (tr.)'
102-227-1,,102,227,vuassjat,vuassjat,,,WbWlap,,,,,,,2,,Verb 'cook'
104-227-1,,104,227,vuotjom,vuotjom,,,EZ,,,,,,,2,,
105-227-1,,105,227,vuošˈšat,vuošˈšat,,,SSSg,,,,,,,2,,Verb 'cook'
106-227-1,,106,227,vuoššađ,vuoššađ,,,InsSSk,,,,,,,2,,Verb 'cook'
0-227-1,,0,227,*peji-,*peji-,,,UEW;Sam88,,,,,,,3,,
301-227-1,,301,227,pidʹeź,pidʹeź,p i dʲ e ʑ,,MordWb,,,,,pidʹeź,pidʲeʑ,3,,
501-227-1,,501,227,puni̮,puni̮,p u n ɯ,,SyrjWsch,,,,,puni̮,punɯ,3,,Verb 'cook'
503-227-1,,503,227,pue̮m,pue̮m,p u ɤ m,"Form of ""puni̮"" 'cook'",KoPRSl,,,,,pue̮m,puɤm,3,,
601-227-1,,601,227,főtt,főtt,f øː tː,"Form of ""főz"" 'cook'",FMSz,,,,,,føːtː,3,,
701-227-1,,701,227,pājti,pājti,p ɑː j t i,,WogWb,,,,,pājti,pɑːjti,3,,Verb 'cook'
901-227-1,,901,227,hirimə̄,hirimə̄,h i r i m əː,,SlNgaRus,,,,,hirimə̄,hiriməː,3,,"Form of ""hiridʹi"" 'boil, cook'"
902-227-1,,902,227,pyirye°,pyirye°,,,JurSWb,,,,,,,3,,"Verb, 'cook'"
401-227-1,,401,227,šoltem,šoltem,ʃ o l t e m,,SMSk;TscherWb,,,,,šoltem,ʃoltem,4,,"Verb, 'cook'"
907-227-1,,907,227,muśə-,muśə-,m u ɕ ə,,SolkWb,,,,,muśə-,muɕə-,4,,Verb 'cook'
504-227-1,,504,227,pe̮źi̮ni̮,pe̮źi̮ni̮,p ɤ ʑ ɯ n ɯ,,WotjWsch,,,,,pe̮źi̮ni̮,pɤʑɯnɯ,5,,"Verb: 'cook, be cooked'"
807-227-1,,807,227,kɔ̈ɣrǝm,kɔ̈ɣrǝm,k ɔ̈ ɣ r ə m,"Form of ""kɔ̈ɣǝr-"" 'cook'",DEWbOstj,,,,,kɔ̈ɣrəm,kɔ̈ɣrəm,6,,
101-227-2,,101,227,doeltedh,doeltedh,,,NSsNdb,,,,,,,7,,Verb 'cook (intr.)'
102-227-2,,102,227,maalèstit,maalèstit,,,WbWlap,,,,,,,8,,Verb 'cook'
0-228-1,,0,228,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-228-1,,203,228,sana,sana,s ɑ n ɑ,,JL,,,,,,sɑnɑ,1,,
204-228-1,,204,228,sana,sana,,,KKSV,,,,,,,1,,
207-228-1,,207,228,sana,sana,,,VVS,,,,,,,1,,
208-228-1,,208,228,sana,sana,s ɑ n ɑ,,InkmSk,,,,,sana,sɑnɑ,1,,
209-228-1,,209,228,se̮na,se̮na,s ɤ n ɑ,,VKJMS,,,,,se̮na,sɤnɑ,1,,
210-228-1,,210,228,sõna,sõna,s ɤ n ɑ,,SVSk,,,,,,sɤnɑ ,1,,
211-228-1,,211,228,sõna,sõna,,,VESr,,,,,,,1,,
212-228-1,,212,228,se̮nà,se̮nà,,,LivWb,,,,,,,1,,
207-228-2,,207,228,vajeh,vajeh,,,VVS,,,,,,,2,,
101-228-1,,101,228,baakoe,baakoe,,,NSsNdb,,,,,,,3,,
102-228-1,,102,228,baahkoo,baahkoo,,,WbWlap,,,,,,,3,,
104-228-1,,104,228,báhko,báhko,,,EZ,,,,,,,3,,
106-228-1,,106,228,pááhu,pááhu,,,InsSSk,,,,,,,3,,
301-228-1,,301,228,val,val,v ɑ l,,MordWb,,,,,val,vɑl,4,,
501-228-1,,501,228,ki̮v,ki̮v,k ɯ v,,SyrjWsch,,,,,ki̮v,kɯv,5,,"'Tongue, language, speech, word'"
503-228-1,,503,228,ki̮v,ki̮v,k ɯ v,,KoPRSl,,,,,ki̮v,kɯv,5,,"'Tongue, language, word'"
504-228-1,,504,228,ki̮l,ki̮l,k ɯ l,,WotjWsch,,,,,ki̮l,kɯl,5,,"'Tongue, language, word'"
807-228-1,,807,228,kö̭l,kö̭l,k ø̻ l,,DEWbOstj,,,,,kö̭l,kø̻l,5,,"'Word, speech, language'"
601-228-1,,601,228,szó,szó,s oː,,FMSz,,,,,,soː,6,,
401-228-1,,401,228,mut,mut,m u t,,SMSk;TscherWb,,,,,mut,mut,7,,
701-228-1,,701,228,lʹāχ ~ lʹāŋχ,lʹāχ ~ lʹāŋχ,ʎ ɑː x,,WogWb,,,,,"lʹāχ, lʹāŋχ","ʎɑːx, ʎɑːŋx",8,,"'Word, speech, language'"
701-228-2,,701,228,lʹātəŋ,lʹātəŋ,ʎ ɑː t ə ŋ,,WogWb,,,,,lʹātəŋ,ʎɑːtəŋ,9,,"'Word, speech, language'"
901-228-1,,901,228,buəðu,buəðu,b u ə ð u,,SlNgaRus,,,,,buəδu,buəðu,10,,"'Word; talk, speech'"
902-228-1,,902,228,wada,wada,,,JurSWb,,,,,,,10,,"'Word, language'"
907-228-1,,907,228,ē̮či,ē̮či,ɤː tʃ i,,SolkWb,,,,,ē̮či,ɤːtʃi,11,,
105-228-1,,105,228,sátni,sátni,,,SSSg,,,,,,,1,,
106-228-2,,106,228,sääni,sääni,,,InsSSk,,,,,,,1,,
107-228-1,,107,228,sääʹnn,sääʹnn,,,SKosSk,,,,,,,1,,
108-228-1,,108,228,sānn’,sānn’,s aː nːʲ,,WOLD,,,,,,saːnːʲ,1,,
106-229-1,,106,229,[Form not found],,,,InsSSk,,,,,,,?,[Form not found],
203-229-1,,203,229,kaarna,kaarna,k ɑː r n ɑ,,JL,,,,,,kɑːrnɑ,1,,
204-229-1,,204,229,koarna,koarna,,,KKSV,,,,,,,1,,
204-229-2,,204,229,koja,koja,,,KKSV,,,,,,,2,,
207-229-1,,207,229,korʹ,korʹ,,,NRVS,,,,,,,3,,
208-229-1,,208,229,kōri,kōri,k oː r i,,InkmSk,,,,,kōri,koːri,3,,
209-229-1,,209,229,kōri,kōri,k oː r i,,VKJMS,,,,,kōri,koːri,3,,
210-229-1,,210,229,puukoor,puukoor,p uː k oː r,,SVSk,,,,,,puːkoːr ,3,,"Comp.; ""puu"" 'tree'"
211-229-1,,211,229,kuur’,kuur’,,,SI,,,,,,,3,,
212-229-1,,212,229,kùoŕ,kùoŕ,,,LivWb,,,,,,,3,,
501-229-1,,501,229,ki̮rś,ki̮rś,k ɯ r ɕ,Deriv.?; vowel correspondence irregular,SyrjWsch,,,,,ki̮rś,kɯrɕ,3,,
210-229-2,,210,229,korp,korp,k o r p,,SVSk,,,,,,korp,4,,
101-229-1,,101,229,baarhkoe,baarhkoe,,,NSsNdb,,,,,,,5,,
102-229-1,,102,229,bàrˈkoo,bàrˈkoo,,,WbWlap,,,,,,,5,,
105-229-1,,105,229,bárku,bárku,,,SSSg,,,,,,,5,,
108-229-1,,108,229,pārrhk,pārrhk,p aː r̥ː k,,WOLD,,,,,,paːr̥ːk,5,,
0-229-1,,0,229,*keri,*keri,,,UEW;Sam88,,,,,,,6,,"'Rind, bark'"
105-229-2,,105,229,garra,garra,,,SSSg,,,,,,,6,,
107-229-1,,107,229,kõrr,kõrr,,,SKosSk,,,,,,,6,,
108-229-2,,108,229,kērr,kērr,k eː rː,,WOLD,,,,,,keːrː,6,,
301-229-1,,301,229,keŕ,keŕ,k e rʲ,,MordWb,,,,,keŕ,kerʲ,6,,
401-229-1,,401,229,kür,kür,k y r,,SMSk;TscherWb,,,,,kür,kyr,6,,
504-229-1,,504,229,kur,kur,k u r,,WotjWsch,,,,,kur,kur,6,,
601-229-1,,601,229,"kéreg, fakéreg",kéreg,k eː r ɛ ɡ f ɒ k eː r ɛ ɡ,"Deriv.; ""fa"" 'tree'",FMSz,,,,,,"keːrɛɡ, fɒkeːrɛɡ",6,,
601-229-2,,601,229,"kéreg, fakéreg",fakéreg,k eː r ɛ ɡ f ɒ k eː r ɛ ɡ,"Deriv.; ""fa"" 'tree'",FMSz,,,,,,"keːrɛɡ, fɒkeːrɛɡ",6,,
701-229-1,,701,229,kēr,kēr,k eː r,,WogWb,,,,,kēr,keːr,6,,Generally 'rind'
807-229-1,,807,229,kär,kär,k æ r,,DEWbOstj,,,,,kär,kær,6,,
301-229-2,,301,229,"sud, sudne",sud,s u d,Latter deriv.,MordWb,,,,,"sud, sudne",sud,7,,
301-229-3,,301,229,"sud, sudne",sudne,s u d n e,Latter deriv.,MordWb,,,,,"sud, sudne",sudne,7,,
504-229-2,,504,229,sul,sul,s u l,,WotjWsch,,,,,sul,sul,7,,
701-229-2,,701,229,jiw-sūl,jiw-sūl,j i w s uː l,,WogWb,,,,,jiw-sūl,jiw-suːl,7,,"""Jiw"" 'tree'; ""sūl"" possibly loan from Udmurt"
401-229-2,,401,229,šüm,šüm,ʃ y m,,SMSk;TscherWb,,,,,šüm,ʃym,8,,"Homonymous with ""šüm"" 'heart'"
902-229-1,,902,229,syabt°,syabt°,,,JurSWb,,,,,,,9,,
0-229-2,,0,229,*końćkV ?,*końćkV ?,,,UEW;Sam88,,,,,,,10,,"'Bast, bark'"
211-229-2,,211,229,kosk',kosk',,,VESr,,,,,,,10,,
503-229-1,,503,229,kać,kać,k ɑ tɕ,,KoPRSl,,,,,kać,kɑtɕ,10,,
901-229-1,,901,229,"kasu, kasuə",kasu,k ɑ s u,,SlNgaRus,,,,,"kasu, kasuə",kɑsu,10,,
901-229-2,,901,229,"kasu, kasuə",kasuə,k ɑ s u ə,,SlNgaRus,,,,,"kasu, kasuə",kɑsuə,10,,
907-229-1,,907,229,qāsə,qāsə,q ɑː s ə,,SolkWb,,,,,qāsə,qɑːsə,10,,
108-229-3,,108,229,pēss’,pēss’,p eː sːʲ,,WOLD,,,,,,peːsːʲ,11,,
104-229-1,,104,229,skälla,skälla,,,EZ,,,,,,,12,,
0-23-1,,0,23,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
807-23-1,,807,23,[Form not found],,,,DEWbOstj,,,,,,,?,[Form not found],
101-23-1,,101,23,"guhkene, gåhkese",guhkene,,,NSsNdb,,,,,,,1,,
101-23-2,,101,23,"guhkene, gåhkese",gåhkese,,,NSsNdb,,,,,,,1,,
104-23-1,,104,23,"guhkest, guhken",guhkest,,,EZ,,,,,,,1,,
104-23-2,,104,23,"guhkest, guhken",guhken,,,EZ,,,,,,,1,,
105-23-1,,105,23,guhkkin,guhkkin,,,SSSg,,,,,,,1,,
106-23-1,,106,23,kukken,kukken,,,InsSSk,,,,,,,1,,
107-23-1,,107,23,kuʹǩǩen,kuʹǩǩen,,,SKosSk,,,,,,,1,,
108-23-1,,108,23,kuhk’en’,kuhk’en’,k u h kʲ e nʲ,,WOLD,,,,,,kuhkʲenʲ,1,,
102-23-1,,102,23,meälˈgada,meälˈgada,,,WbWlap,,,,,,,2,,
104-23-3,,104,23,"mällgadist, mällgadin",mällgadist,,,EZ,,,,,,,2,,
104-23-4,,104,23,"mällgadist, mällgadin",mällgadin,,,EZ,,,,,,,2,,
203-23-1,,203,23,kaukana,kaukana,k ɑ w k ɑ n ɑ,,JL,,,,,,kɑwkɑnɑ,3,,
209-23-1,,209,23,kaukaл̄,kaukaл̄,k ɑ u k ɑ lː,,VKJMS,,,,,kaukall,kɑukɑlː,3,,
210-23-1,,210,23,kaugel,kaugel,k ɑ u k e l,,SVSk,,,,,,kɑukel ,3,,
211-23-1,,211,23,"kavvõn, kavvõl, kaugun etc.",kavvõn,,,VESr,,,,,,,3,,
211-23-2,,211,23,"kavvõn, kavvõl, kaugun etc.",kavvõl,,,VESr,,,,,,,3,,
211-23-3,,211,23,"kavvõn, kavvõl, kaugun etc.",kaugun etc.,,,VESr,,,,,,,3,,
212-23-1,,212,23,koùgən,koùgən,,,LivWb,,,,,,,3,,
204-23-1,,204,23,etähänä,etähänä,,,KKSV,,,,,,,4,,
207-23-1,,207,23,edahan,edahan,,,VVS,,,,,,,4,,
208-23-1,,208,23,ettǟl,ettǟl,e tː æː l,Dialectal,InkmSk,,,,,ettǟl,etːæːl,4,,
301-23-1,,301,23,vasolo,vasolo,v ɑ s o l o,,MordWb,,,,,vasolo,vɑsolo,5,,
401-23-1,,401,23,mündə̑r(nö),mündə̑r,m y n d ə r,,SMSk;TscherWb,,,,,"mündə̑r, mündə̑rnö",myndər,6,,Longer form is locative
401-23-2,,401,23,tora(šte),tora,t o r ɑ,,SMSk;TscherWb,,,,,"tora, torašte",torɑ,7,"*tarɜ (torɜ)  'nearby place, surroundings, environment '",Longer form is locative
501-23-1,,501,23,i̮li̮n,i̮li̮n,ɯ l ɯ n,,SyrjWsch,,,,,i̮li̮n,ɯlɯn,8,,
503-23-1,,503,23,i̮li̮n,i̮li̮n,ɯ l ɯ n,,KoPRSl,,,,,i̮li̮n,ɯlɯn,8,,
504-23-1,,504,23,ki̮dʹoki̮n,ki̮dʹoki̮n,k ɯ dʲ o k ɯ n,,WotjWsch,,,,,ki̮dʹoki̮n,kɯdʲokɯn,9,,
601-23-1,,601,23,messze,messze,m ɛ sː ɛ,,FMSz,,,,,,mɛsːɛ,10,,
601-23-2,,601,23,távol,távol,t aː v o l,,FMSz,,,,,,taːvol,11,,
701-23-1,,701,23,ēlalʹ,ēlalʹ,eː l ɑ ʎ,,WogWb,,,,,ēlalʹ,eːlɑʎ,12,,
902-23-1,,902,23,ŋax°qna,ŋax°qna,,,JurSWb,,,,,,,12,,
901-23-1,,901,23,"kuntəgunu, kuntəgaˀanu",kuntəgunu,k u n t ə ɡ u n u,,SlNgaRus,,,,,"kuntəgunu, kuntəgaˀanu",kuntəɡunu,13,,
901-23-2,,901,23,"kuntəgunu, kuntəgaˀanu",kuntəgaˀanu,k u n t ə ɡ ɑ ʔ ɑ n u,,SlNgaRus,,,,,"kuntəgunu, kuntəgaˀanu",kuntəɡɑʔɑnu,13,,
907-23-1,,907,23,kuntak ~ kuntok,kuntak ~ kuntok,k u n t ɑ k,,SolkWb,,,,,"kuntak, kuntok","kuntɑk, kuntok",13,,
0-230-1,,0,230,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-230-1,,203,230,kerätä,kerätä,k e̞ r æ t̪ æ,,JL,,,,,,ke̞ræt̪æ,1,,
204-230-1,,204,230,kerätä,kerätä,,,KKSV,,,,,,,1,,
207-230-1,,207,230,kerata,kerata,,,VVS,,,,,,,1,,
210-230-1,,210,230,koguda,koguda,k o k u t ɑ,,SVSk,,,,,,kokutɑ,2,,
208-230-1,,208,230,korjaᴅa,korjaᴅa,k o r j ɑ d̥ ɑ,,InkmSk,,,,,korjaᴅa,korjɑd̥ɑ,3,,
209-230-1,,209,230,ke̮rjama,ke̮rjama,k ɤ r j ɑ m ɑ,,VKJMS,,,,,ke̮rjama,kɤrjɑmɑ,3,,
211-230-1,,211,230,korjama,korjama,,,VESr,,,,,,,3,,
212-230-1,,212,230,kwoŕŕə,kwoŕŕə,,,LivWb,,,,,,,3,"Cogn. with Fin ""korjata"" 'fix, gather'",
101-230-1,,101,230,"tjåegkedh, tjööngkedh",tjåegkedh,,,NSsNdb,,,,,,,4,,
101-230-2,,101,230,"tjåegkedh, tjööngkedh",tjööngkedh,,,NSsNdb,,,,,,,4,,
102-230-1,,102,230,"tjùhkat, tjǜhkat",tjùhkat,,,WbWlap,,,,,,,4,,
102-230-2,,102,230,"tjùhkat, tjǜhkat",tjǜhkat,,,WbWlap,,,,,,,4,,
104-230-1,,104,230,tjuhkkit,tjuhkkit,,,EZ,,,,,,,4,,
105-230-1,,105,230,čoaggit,čoaggit,,,SSSg,,,,,,,4,,
106-230-1,,106,230,čoag'giđ,čoag'giđ,,,InsSSk,,,,,,,4,,
106-230-2,,106,230,nuurrađ,nuurrađ,,,InsSSk,,,,,,,5,,
107-230-1,,107,230,noorrâd,noorrâd,,,SKosSk,,,,,,,5,,
