ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
105-146-1,,105,146,jos ~ jus etc.,jos ~ jus etc.,,,SSSg,,,,,,,1,,
106-146-1,,106,146,"jis, jos",jis,,,InsSSk,,,,,,,1,,
106-146-2,,106,146,"jis, jos",jos,,,InsSSk,,,,,,,1,,
107-146-1,,107,146,jos ~ jõs,jos ~ jõs,,,SKosSk,,,,,,,1,,
203-146-1,,203,146,jos,jos,j o̞ s,,JL,,,,,,jo̞s,1,,
204-146-1,,204,146,jos,jos,,,KKSV,,,,,,,1,,
207-146-1,,207,146,jōs,jōs,,,VVS,,,,,,,1,,
208-146-1,,208,146,joz,joz,j o z,,InkmSk,,,,,joz,joz,1,,
212-146-1,,212,146,jaz ~ až ~ ja etc.,jaz ~ až ~ ja etc.,,,LivWb,,,,,,,1,"""ja"" probably influenced by Latv ""ja""",
204-146-2,,204,146,jeesli,jeesli,,,KKSV,,,,,,,2,,
107-146-2,,107,146,ku,ku,,,SKosSk,,,,,,,3,,
108-146-1,,108,146,koale,koale,k ɒː l e,,WOLD,,,,,,kɒːle,3,,
209-146-1,,209,146,ku,ku,k u,,VKJMS,,,,,ku,ku,3,,
210-146-1,,210,146,kui,kui,k u i,Deriv.,SVSk,,,,,,kui,3,,
211-146-1,,211,146,ku ~ kuq,ku ~ kuq,,,VESr,,,,,,,3,,
401-146-1,,401,146,ɣə̑n,ɣə̑n,ɣ ə n,,SMSk;TscherWb,,,,,ɣə̑n,ɣən,3,,
501-146-1,,501,146,"ke̮, (-ke̮)",ke̮,k ɤ,In sentences as suffix,SyrjWsch,,,,,"ke̮, -ke̮",kɤ,3,,
503-146-1,,503,146,ke̮,ke̮,k ɤ,,KoPRSl,,,,,ke̮,kɤ,3,,
504-146-1,,504,146,ke,ke,k e,,WotjWsch,,,,,ke,ke,3,,
601-146-1,,601,146,ha,ha,h ɒ,,FMSz,,,,,,hɒ,3,,
301-146-1,,301,146,butʹi ~ budʹi,butʹi ~ budʹi,b u tʲ i,,MordWb,,,,,"butʹi, budʹi","butʲi, budʲi",4,,
701-146-1,,701,146,ērt,ērt,eː r t,,WogWb,,,,,ērt,eːrt,5,,
907-146-1,,907,146,qata,qata,q ɑ t ɑ,,SolkWb,,,,,qata,qɑtɑ,7,Etymology unknown,
0-147-1,,0,147,[Not reconstructable],,,Possibly a deriv. of *kali̮- 'die'; cf. PSd *kåə-tå- 'die-(caus.)'?,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-147-1,,203,147,tappaa,tappaa,t̪ ɑ pː ɑː,,JL,,,,,,t̪ɑpːɑː,1,,
204-147-1,,204,147,tappoa,tappoa,,,KKSV,,,,,,,1,,
209-147-1,,209,147,tappe̮ma,tappe̮ma,t ɑ pː ɤ m ɑ,,VKJMS,,,,,tappe̮ma,tɑpːɤmɑ,1,,
210-147-1,,210,147,tappa,tappa,t ɑ pː ɑ,,SVSk,,,,,,tɑpːɑ,1,,
211-147-1,,211,147,tapma,tapma,,,VESr,,,,,,,1,,
212-147-1,,212,147,tappə,tappə,,,LivWb,,,,,,,1,,
207-147-1,,207,147,rikta,rikta,,,VVS,,,,,,,2,"Cogn. with Fin ""rikkoa"" 'break'",
102-147-1,,102,147,gådˈdeet,gådˈdeet,,,WbWlap,,,,,,,3,,
104-147-1,,104,147,gåddet,gåddet,,,EZ,,,,,,,3,,
105-147-1,,105,147,goddit,goddit,,,SSSg,,,,,,,3,,
106-147-1,,106,147,koddeđ,koddeđ,,,InsSSk,,,,,,,3,,
107-147-1,,107,147,kåʹdded,kåʹdded,,,SKosSk,,,,,,,3,,
108-147-1,,108,147,koann’te,koann’te,k ɒː nːʲ t e,,WOLD,,,,,,kɒːnːʲte,3,,
102-147-2,,102,147,jaamèhtit,jaamèhtit,,,WbWlap,,,,,,,4,,
301-147-1,,301,147,maštoms,maštoms,m ɑ ʃ t o m s,,MordWb,,,,,maštoms,mɑʃtoms,5,,
301-147-2,,301,147,čavoms,čavoms,tʃ ɑ v o m s,,MordWb,,,,,čavoms,tʃɑvoms,6,,
401-147-1,,401,147,puštam,puštam,p u ʃ t ɑ m,,SMSk;TscherWb,,,,,puštam,puʃtɑm,7,,
501-147-1,,501,147,kule̮dni̮,kule̮dni̮,k u l ɤ d n ɯ,,SyrjWsch,,,,,kule̮dni̮,kulɤdnɯ,8,,
901-147-1,,901,147,kotudʹa,kotudʹa,k o t u dʲ ɑ,,SlNgaRus,,,,,kotudʹa,kotudʲɑ,8,,
902-147-1,,902,147,xada°,xada°,,,JurSWb,,,,,,,8,,
907-147-1,,907,147,quə̑t-,quə̑t-,q u ə t,,SolkWb,,,,,quə̑t-,quət-,8,,
501-147-2,,501,147,vijni̮,vijni̮,v i j n ɯ,,SyrjWsch,,,,,vijni̮,vijnɯ,9,,
503-147-1,,503,147,vijni̮,vijni̮,v i j n ɯ,,KoPRSl,,,,,vijni̮,vijnɯ,9,,
504-147-1,,504,147,vii̮ni̮,vii̮ni̮,v i ɯ n ɯ,,WotjWsch,,,,,vii̮ni̮,viɯnɯ,9,,
601-147-1,,601,147,(meg)öl,öl,m ɛ ɡ ø l,,FMSz,,,,,,(mɛɡ)øl,9,,"""Meg"" is prefix (also used without)"
701-147-1,,701,147,ali,ali,ɑ l i,,WogWb,,,,,ali,ɑli,9,,
807-147-1,,807,147,wel-,wel-,w e l,,DEWbOstj,,,,,wel-,wel-,9,,
208-147-1,,208,147,surmaᴅa,surmaᴅa,s u r m ɑ d̥ ɑ,,InkmSk,,,,,surmaᴅa,surmɑd̥ɑ,11,,
209-147-2,,209,147,surmama,surmama,s u r m ɑ m ɑ,,VKJMS,,,,,surmama,surmɑmɑ,11,,
101-147-1,,101,147,buvvedh,buvvedh,,,NSsNdb,,,,,,,12,,
101-148-1,,101,148,jaevrie,jaevrie,,,NSsNdb,,,,,,,1,,
102-148-1,,102,148,jàuree,jàuree,,,WbWlap,,,,,,,1,,
104-148-1,,104,148,jávvre,jávvre,,,EZ,,,,,,,1,,
105-148-1,,105,148,jávri,jávri,,,SSSg,,,,,,,1,,
106-148-1,,106,148,jävri,jävri,,,InsSSk,,,,,,,1,,
107-148-1,,107,148,jäuʹrr,jäuʹrr,,,SKosSk,,,,,,,1,,
108-148-1,,108,148,jāvv’r,jāvv’r,j aː vːʲ r,,WOLD,,,,,,jaːvːʲr,1,,
203-148-1,,203,148,järvi,järvi,j æ r ʋ i,,JL,,,,,,jærʋi,1,,
204-148-1,,204,148,järvi,järvi,,,KKSV,,,,,,,1,,
207-148-1,,207,148,ģärv,ģärv,,,VVS,,,,,,,1,,
208-148-1,,208,148,järvi,järvi,j æ r v i,,InkmSk,,,,,järvi,jærvi,1,,
209-148-1,,209,148,järvi,järvi,j æ r v i,,VKJMS,,,,,järvi,jærvi,1,,
210-148-1,,210,148,järv,järv,j æ r v,,SVSk,,,,,,jærv,1,,
211-148-1,,211,148,järv',järv',,,VESr,,,,,,,1,,
212-148-1,,212,148,jɔ̄ra,jɔ̄ra,,,LivWb,,,,,,,1,,
301-148-1,,301,148,eŕke,eŕke,e rʲ k e,,MordWb,,,,,eŕke,erʲke,1,,
401-148-1,,401,148,jer,jer,j e r,,SMSk;TscherWb,,,,,jer,jer,1,,
0-148-1,,0,148,*toɣi̮,*toɣi̮,,,UEW;Sam88,,,,,,,2,,
501-148-1,,501,148,ti̮,ti̮,t ɯ,,SyrjWsch,,,,,ti̮,tɯ,2,,
503-148-1,,503,148,ti̮,ti̮,t ɯ,,KoPRSl,,,,,ti̮,tɯ,2,,
504-148-1,,504,148,ti̮,ti̮,t ɯ,,WotjWsch,,,,,ti̮,tɯ,2,,
601-148-1,,601,148,tó,tó,t oː,,FMSz,,,,,,toː,2,,
901-148-1,,901,148,turku,turku,t u r k u,,SlNgaRus,,,,,turku,turku,2,,
902-148-1,,902,148,to,to,,,JurSWb,,,,,,,2,,
907-148-1,,907,148,tō ~ tū,tō ~ tū,t oː,,SolkWb,,,,,"tō, tū","toː, tuː",2,,
701-148-1,,701,148,tūr,tūr,t uː r,Also proposed: From PUg *ϑarɜ 'lake at high water',WogWb,,,,,tūr,tuːr,3,Separate borrowing into Ob-Ugric?,
807-148-1,,807,148,emtər,emtər,e m t ə r,,DEWbOstj,,,,,emtər,emtər,4,,
0-149-1,,0,149,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
102-149-1,,102,149,lassta,lassta,,,WbWlap,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
104-149-1,,104,149,lássta,lássta,,,EZ,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
105-149-1,,105,149,lasta,lasta,,,SSSg,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
106-149-1,,106,149,losta,losta,,,InsSSk,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
107-149-1,,107,149,lõstt,lõstt,,,SKosSk,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
108-149-1,,108,149,lēsst,lēsst,l eː sː t,,WOLD,,,,,,leːsːt,1,Cf. PIE *bʰleh-to- 'leaf',
203-149-1,,203,149,lehti,lehti,l e̞ ç t̪ i,,JL,,,,,,le̞çt̪i,1,Cf. PIE *bʰleh-to- 'leaf',
204-149-1,,204,149,lehti,lehti,,,KKSV,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
207-149-1,,207,149,lʹeht,lʹeht,,,VVS,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
208-149-1,,208,149,lehti,lehti,l e h t i,,InkmSk,,,,,lehti,lehti,1,Cf. PIE *bʰleh-to- 'leaf',
209-149-1,,209,149,lehto,lehto,l e h t o,,VKJMS,,,,,lehto,lehto,1,Cf. PIE *bʰleh-to- 'leaf',
210-149-1,,210,149,leht,leht,l e h t,,SVSk,,,,,,leht,1,Cf. PIE *bʰleh-to- 'leaf',
211-149-1,,211,149,leht',leht',,,VESr,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
212-149-1,,212,149,lēʾdʹ,lēʾdʹ,,,LivWb,,,,,,,1,Cf. PIE *bʰleh-to- 'leaf',
401-149-1,,401,149,lə̑štaš,lə̑štaš,l ə ʃ t ɑ ʃ,,SMSk;TscherWb,,,,,lə̑štaš,ləʃtɑʃ,1,Cf. PIE *bʰleh-to- 'leaf',
301-149-1,,301,149,lopa,lopa,l o p ɑ,,MordWb,,,,,lopa,lopɑ,2,,
501-149-1,,501,149,lʹis,lʹis,ʎ i s,,SyrjWsch,,,,,lʹis,ʎis,1,"Cf. Rus ""list""",
501-149-2,,501,149,kor,kor,k o r,,SyrjWsch,,,,,kor,kor,4,,
503-149-1,,503,149,kor,kor,k o r,"Stem ""korj-""",KoPRSl,,,,,kor,kor,4,,
504-149-1,,504,149,ku̯ar,ku̯ar,k u̯ ɑ r,,WotjWsch,,,,,ku̯ar,ku̯ɑr,4,,
601-149-1,,601,149,levél,levél,l ɛ v eː l,,FMSz,,,,,,lɛveːl,5,,
701-149-1,,701,149,lūpta,lūpta,l uː p t ɑ,,WogWb,,,,,lūpta,luːptɑ,5,,
807-149-1,,807,149,ḷi̮wət,ḷi̮wət,ɭ ɯ w ə t,,DEWbOstj,,,,,ḷi̮wət,ɭɯwət,5,,
902-149-1,,902,149,weba,weba,,,JurSWb,,,,,,,6,,
907-149-1,,907,149,ćāpə,ćāpə,tɕ ɑː p ə,,SolkWb,,,,,ćāpə,tɕɑːpə,7,,
101-149-1,,101,149,plaerie,plaerie,,,NSsNdb,,,,,,,1,,
901-149-1,,901,149,horaδiaj,horaδiaj,h o r ɑ ð i ɑ j,,SlNgaRus,,,,,horaδiaj,horɑðiɑj,8,,
901-15-1,,901,15,[Form not found],,,,SlNgaRus,,,,,,,?,[Form not found],
0-15-1,,0,15,*täji,*täji,,PFU: *täji?,UEW;Sam88,,,,,,,1,,
101-15-1,,101,15,dihkie,dihkie,,,NSsNdb,,,,,,,1,Deriv. of PFU *täji,
102-15-1,,102,15,dihkee,dihkee,,,WbWlap,,,,,,,1,Deriv. of PFU *täji,
104-15-1,,104,15,dihke,dihke,,,EZ,,,,,,,1,Deriv. of PFU *täji,
105-15-1,,105,15,dihkki,dihkki,,,SSSg,,,,,,,1,Deriv. of PFU *täji,
106-15-1,,106,15,tikke,tikke,,,InsSSk,,,,,,,1,Deriv. of PFU *täji,
107-15-1,,107,15,teʹǩǩ,teʹǩǩ,,,SKosSk,,,,,,,1,Deriv. of PFU *täji,
108-15-1,,108,15,tɨhk’,tɨhk’,t ɨ h kʲ,,WOLD,,,,,,tɨhkʲ,1,Deriv. of PFU *täji,
203-15-1,,203,15,täi,täi,t̪ æ i,,JL,,,,,,t̪æi,1,,
204-15-1,,204,15,täi,täi,,,KKSV,,,,,,,1,,
207-15-1,,207,15,tʹäi,tʹäi,,,VVS,,,,,,,1,,
208-15-1,,208,15,täi,täi,t æ i,,InkmSk,,,,,täi,tæi,1,,
209-15-1,,209,15,täi,täi,t æ i,,VKJMS,,,,,täi,tæi,1,,
210-15-1,,210,15,täi,täi,t æ i,,SVSk,,,,,,tæi,1,,
211-15-1,,211,15,täi,täi,,,VESr,,,,,,,1,,
212-15-1,,212,15,teì,teì,,,LivWb,,,,,,,1,,
401-15-1,,401,15,tij,tij,t i j,,SMSk;TscherWb,,,,,tij,tij,1,,
501-15-1,,501,15,toj,toj,t o j,,SyrjWsch,,,,,toj,toj,1,,
503-15-1,,503,15,toj,toj,t o j,,KoPRSl,,,,,toj,toj,1,,
504-15-1,,504,15,tej,tej,t e j,,WotjWsch,,,,,tej,tej,1,,
601-15-1,,601,15,tetű,tetű,t ɛ t yː,,FMSz,,,,,,tɛtyː,1,Deriv. of PFU *täji,
701-15-1,,701,15,tākəm,tākəm,t ɑː k ə m,,WogWb,,,,,tākəm,tɑːkəm,1,,
807-15-1,,807,15,töɣtəm,töɣtəm,t ø ɣ t ə m,,DEWbOstj,,,,,töɣtəm,tøɣtəm,1,,
301-15-1,,301,15,elʹi,elʹi,e ʎ i,Meaning not ’louse’?,MordWb,,,,,elʹi,eʎi,2,,
902-15-1,,902,15,pəncyeq°,pəncyeq°,,,JurSWb,,,,,,,3,,
907-15-1,,907,15,unču,unču,u n tʃ u,,SolkWb,,,,,unču,untʃu,4,"From PU *omča 'some insect, beetle'",
0-150-1,,0,150,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
208-150-1,,208,150,[Form not found],,,,InkmSk,,,,,,,?,[Form not found],
203-150-1,,203,150,maata,maata,m ɑː t̪ ɑ,,JL,,,,,,mɑːt̪ɑ,1,,
207-150-1,,207,150,magata,magata,,,VVS,,,,,,,1,,
212-150-1,,212,150,maʾggə ~ magàtə,maʾggə ~ magàtə,,,LivWb,,,,,,,1,,
204-150-1,,204,150,viruo,viruo,,,KKSV,,,,,,,2,,
209-150-1,,209,150,lamama,lamama,l ɑ m ɑ m ɑ,,VKJMS,,,,,lamama,lɑmɑmɑ,3,,
210-150-1,,210,150,lamada,lamada,l ɑ m ɑ t ɑ,,SVSk,,,,,,lɑmɑtɑ,3,,
211-150-1,,211,150,lammõma,lammõma,,,VESr,,,,,,,3,,
102-150-1,,102,150,veälˈlàhit,veälˈlàhit,,,WbWlap,,,,,,,4,,
104-150-1,,104,150,vällahit,vällahit,,,EZ,,,,,,,4,,
105-150-1,,105,150,vealˈlát,vealˈlát,,,SSSg,,,,,,,4,,
106-150-1,,106,150,veälläđ,veälläđ,,,InsSSk,,,,,,,4,,
107-150-1,,107,150,liâššâd,liâššâd,,,SKosSk,,,,,,,5,,
107-150-2,,107,150,lieʹnˈnjsted,lieʹnˈnjsted,,,SKosSk,,,,,,,6,,
301-150-1,,301,150,madʹeź aštʹems,madʹeź aštʹems,m ɑ dʲ e ʑ ɑ ʃ tʲ e m s,,MordWb,,,,,madʹeź_aštʹems,mɑdʲeʑ ɑʃtʲems,7,,Lit. 'be set down'
401-150-1,,401,150,kijem,kijem,k i j e m,,SMSk;TscherWb,,,,,kijem,kijem,8,,
501-150-1,,501,150,kujli̮ni̮,kujli̮ni̮,k u j l ɯ n ɯ,,SyrjWsch,,,,,kujli̮ni̮,kujlɯnɯ,8,,
503-150-1,,503,150,kujli̮ni̮,kujli̮ni̮,k u j l ɯ n ɯ,,KoPRSl,,,,,kujli̮ni̮,kujlɯnɯ,8,,
504-150-1,,504,150,ki̮lʹlʹi̮ni̮,ki̮lʹlʹi̮ni̮,k ɯ ʎː ɯ n ɯ,,WotjWsch,,,,,ki̮lʹlʹi̮ni̮,kɯʎːɯnɯ,8,,
701-150-1,,701,150,χuji ~ χoji,χuji ~ χoji,x u j i,,WogWb,,,,,"χuji, χoji","xuji, xoji",8,,
601-150-1,,601,150,fekszik,fekszik,f ɛ k s i k,,FMSz,,,,,,fɛksik,9,,
807-150-1,,807,150,ăla-,ăla-,ɑ ̆ l ɑ,,DEWbOstj,,,,,ăla-,ɑ̆lɑ-,10,,
902-150-1,,902,150,yúsyeda°,yúsyeda°,,,JurSWb,,,,,,,11,,
907-150-1,,907,150,ippi-,ippi-,i pː i,,SolkWb,,,,,ippi-,ipːi-,12,,
108-150-1,,108,150,luvve,luvve,l u vː e,,WOLD,,,,,,luvːe,13,,
101-150-1,,101,150,gællasjidh,gællasjidh,,,NSsNdb,,,,,,,14,,
209-150-2,,209,150,ležimä,ležimä,l e ʒ i m æ,,VKJMS,,,,,ležimä,leʒimæ,5,,
901-150-1,,901,150,tońdʹiajčisi̮,tońdʹiajčisi̮,t o ɲ dʲ i ɑ j tʃ i s ɯ,,SlNgaRus,,,,,tońdʹiajčisi̮,toɲdʲiɑjtʃisɯ,15,,
0-151-1,,0,151,*elä-,*elä-,,,UEW;Sam88,,,,,,,1,,
101-151-1,,101,151,jieledh,jieledh,,,NSsNdb,,,,,,,1,,
105-151-1,,105,151,eallit,eallit,,,SSSg,,,,,,,1,,
106-151-1,,106,151,eelliđ,eelliđ,,,InsSSk,,,,,,,1,,
107-151-1,,107,151,jiẹʹlled,jiẹʹlled,,,SKosSk,,,,,,,1,,
108-151-1,,108,151,jēll’e,jēll’e,j eː lːʲ e,,WOLD,,,,,,jeːlːʲe,1,,
203-151-1,,203,151,elää,elää,e̞ l æː,,JL,,,,,,e̞læː,1,,
204-151-1,,204,151,eleä,eleä,,,KKSV,,,,,,,1,,
207-151-1,,207,151,elʹada,elʹada,,,VVS,,,,,,,1,,
208-151-1,,208,151,el̆lǟ,el̆lǟ,e l ̆ l æː,,InkmSk,,,,,el̆lǟ,el̆læː,1,,
209-151-1,,209,151,elämä,elämä,e l æ m æ,,VKJMS,,,,,elämä,elæmæ,1,,
210-151-1,,210,151,elada,elada,e l ɑ t ɑ,,SVSk,,,,,,elɑtɑ,1,,
211-151-1,,211,151,elämä,elämä,,,VESr,,,,,,,1,,
212-151-1,,212,151,jeʾllə,jeʾllə,,,LivWb,,,,,,,1,,
401-151-1,,401,151,ilem,ilem,i l e m,,SMSk;TscherWb,,,,,ilem,ilem,1,,
501-151-1,,501,151,ovni̮,ovni̮,o v n ɯ,,SyrjWsch,,,,,ovni̮,ovnɯ,1,,
503-151-1,,503,151,ovni̮,ovni̮,o v n ɯ,,KoPRSl,,,,,ovni̮,ovnɯ,1,,
504-151-1,,504,151,uli̮ni̮,uli̮ni̮,u l ɯ n ɯ,,WotjWsch,,,,,uli̮ni̮,ulɯnɯ,1,,
601-151-1,,601,151,él,él,eː l,,FMSz,,,,,,eːl,1,,
901-151-1,,901,151,ńili̮dʹi,ńili̮dʹi,ɲ i l ɯ dʲ i,,SlNgaRus,,,,,ńili̮dʹi,ɲilɯdʲi,1,,
902-151-1,,902,151,yilye°,yilye°,,,JurSWb,,,,,,,1,,
907-151-1,,907,151,ilə-,ilə-,i l ə,,SolkWb,,,,,ilə-,ilə-,1,,
101-151-2,,101,151,veasodh,veasodh,,,NSsNdb,,,,,,,2,,
102-151-1,,102,151,viessoot,viessoot,,,WbWlap,,,,,,,2,,
104-151-1,,104,151,viessot,viessot,,,EZ,,,,,,,2,,
701-151-1,,701,151,ōli,ōli,oː l i,"From PFU *woli̮- 'be, become'",WogWb,,,,,ōli,oːli,5,,
807-151-1,,807,151,"wăl-, wăs-",wăl-,w ɑ ̆ l,"From PFU *woli̮- 'be, become'",DEWbOstj,,,,,"wăl-, wăs-",wɑ̆l-,5,,
807-151-2,,807,151,"wăl-, wăs-",wăs-,w ɑ ̆ s,"From PFU *woli̮- 'be, become'",DEWbOstj,,,,,"wăl-, wăs-",wɑ̆s-,5,,
301-151-1,,301,151,eŕams,eŕams,e rʲ ɑ m s,Does not correspond to PU *elä-,MordWb,,,,,eŕams,erʲɑms,6,,
203-152-1,,203,152,moni,moni,m o̞ n i,Latter infl./deriv.,JL,,,,,,mo̞ni,1,,
204-152-1,,204,152,moni,moni,,,KKSV,,,,,,,1,,
208-152-1,,208,152,moni,moni,m o n i,,InkmSk,,,,,moni,moni,1,,
209-152-1,,209,152,me̮ni,me̮ni,m ɤ n i,,VKJMS,,,,,me̮ni,mɤni,1,,
212-152-1,,212,152,mūnda,mūnda,,,LivWb,,,,,,,1,,
203-152-2,,203,152,usea,usea,u s e̞ ɑ,,JL,,,,,,use̞ɑ,2,,
204-152-2,,204,152,usie,usie,,,KKSV,,,,,,,2,,
204-152-3,,204,152,äijä,äijä,,,KKSV,,,,,,,3,,
207-152-1,,207,152,"äi, äjad",äi,,Latter attr.,VVS,,,,,,,3,,
207-152-2,,207,152,"äi, äjad",äjad,,Latter attr.,VVS,,,,,,,3,,
210-152-1,,210,152,mitu,mitu,m i tː u,,SVSk,,,,,,mitːu,4,,
210-152-2,,210,152,paljud,paljud,p ɑ l j u t,,SVSk,,,,,,pɑljut,5,,
211-152-1,,211,152,pall'o,pall'o,,,SI,,,,,,,5,,
104-152-1,,104,152,edna,edna,,,EZ,,,,,,,6,,
105-152-1,,105,152,eatnat,eatnat,,,SSSg,,,,,,,6,,
108-152-1,,108,152,jēnne,jēnne,j eː nː e,,WOLD,,,,,,jeːnːe,6,,
105-152-2,,105,152,máŋga,máŋga,,,SSSg,,,,,,,7,,
106-152-1,,106,152,maŋga,maŋga,,,InsSSk,,,,,,,7,,
107-152-1,,107,152,mäŋgg,mäŋgg,,,SKosSk,,,,,,,7,,
102-152-1,,102,152,mǜhtema,mǜhtema,,,WbWlap,,,,,,,8,,
301-152-1,,301,152,lamo,lamo,l ɑ m o,,MordWb,,,,,lamo,lɑmo,9,,
401-152-1,,401,152,šuko,šuko,ʃ u k o,,SMSk;TscherWb,,,,,šuko,ʃuko,10,,
0-152-1,,0,152,*enä,*enä,,,UEW;Sam88,,,,,,,11,,Possibly used in this meaning in addition to 'big'
501-152-1,,501,152,una,una,u n ɑ,,SyrjWsch,,,,,una,unɑ,11,,
503-152-1,,503,152,una,una,u n ɑ,,KoPRSl,,,,,una,unɑ,11,,
401-152-2,,401,152,jatə̑r,jatə̑r,j ɑ t ə r,,SMSk;TscherWb,,,,,jatə̑r,jɑtər,12,,
601-152-1,,601,152,sok,sok,ʃ o k,,FMSz,,,,,,ʃok,13,,
701-152-1,,701,152,sāw,sāw,s ɑː w,,WogWb,,,,,sāw,sɑːw,13,,
504-152-1,,504,152,tros,tros,t r o s,,WotjWsch,,,,,tros,tros,14,,
807-152-1,,807,152,"är, ärki",är,æ r,,DEWbOstj,,,,,"är, ärki",ær,15,,
807-152-2,,807,152,"är, ärki",ärki,æ r k i,,DEWbOstj,,,,,"är, ärki",ærki,15,,
901-152-1,,901,152,ŋuŋkəgə,ŋuŋkəgə,ŋ u ŋ k ə ɡ ə,,SlNgaRus,,,,,ŋuŋkəgə,ŋuŋkəɡə,16,,
902-152-1,,902,152,ŋoka,ŋoka,,,JurSWb,,,,,,,16,,
907-152-1,,907,152,koććə,koććə,k o tɕː ə,,SolkWb,,,,,koććə,kotɕːə,17,,
101-152-1,,101,152,gellie,gellie,,,NSsNdb,,,,,,,18,,
104-152-2,,104,152,suhtte,suhtte,,,EZ,,,,,,,19,,
0-153-1,,0,153,*kuŋi̮,*kuŋi̮,,,UEW;Sam88,,,,,,,1,,
203-153-1,,203,153,kuu,kuu,k uː,,JL,,,,,,kuː,1,,
204-153-1,,204,153,"kuu, kuutama",kuu,,Latter deriv.,KKSV,,,,,,,1,,
204-153-2,,204,153,"kuu, kuutama",kuutama,,Latter deriv.,KKSV,,,,,,,1,,
207-153-1,,207,153,ku,ku,,,VVS,,,,,,,1,,
208-153-1,,208,153,kū,kū,k uː,,InkmSk,,,,,kū,kuː,1,,
209-153-1,,209,153,kū,kū,k uː,,VKJMS,,,,,kū,kuː,1,,
210-153-1,,210,153,kuu,kuu,k uː,,SVSk,,,,,,kuː,1,,
211-153-1,,211,153,kuu,kuu,,,VESr,,,,,,,1,,
212-153-1,,212,153,kū,kū,,,LivWb,,,,,,,1,,
301-153-1,,301,153,kov,kov,k o v,,MordWb,,,,,kov,kov,1,,
601-153-1,,601,153,hold,hold,h o l d,,FMSz,,,,,,hold,1,,
901-153-1,,901,153,kičəðə̄,kičəðə̄,k i tʃ ə ð əː,Deriv. from PU *kuŋi,SlNgaRus,,,,,kičəδə̄,kitʃəðəː,1,,
102-153-1,,102,153,mànnoo,mànnoo,,,WbWlap,,,,,,,2,,Only 'month'?
104-153-1,,104,153,mánno,mánno,,,EZ,,,,,,,2,,
105-153-1,,105,153,mánnu,mánnu,,,SSSg,,,,,,,2,,
106-153-1,,106,153,"máno, máánu",máno,,,InsSSk,,,,,,,2,,
106-153-2,,106,153,"máno, máánu",máánu,,,InsSSk,,,,,,,2,,
107-153-1,,107,153,mään,mään,,,SKosSk,,,,,,,2,,
108-153-1,,108,153,mānn,mānn,m aː nː,,WOLD,,,,,,maːnː,2,,
401-153-1,,401,153,tə̑lze,tə̑lze,t ə l z e,,SMSk;TscherWb,,,,,tə̑lze,təlze,3,,
501-153-1,,501,153,te̮li̮ś,te̮li̮ś,t ɤ l ɯ ɕ,,SyrjWsch,,,,,te̮li̮ś,tɤlɯɕ,3,,
503-153-1,,503,153,te̮liś,te̮liś,t ɤ l i ɕ,,KoPRSl,,,,,te̮liś,tɤliɕ,3,,
504-153-1,,504,153,toleź,toleź,t o l e ʑ,,WotjWsch,,,,,toleź,toleʑ,3,,
701-153-1,,701,153,ētpos,ētpos,eː t p o s,,WogWb,,,,,ētpos,eːtpos,4,,"Comp; ""ēt"" 'night', ""pos"" 'light'"
807-153-1,,807,153,iki,iki,i k i,,DEWbOstj,,,,,iki,iki,5,,
902-153-1,,902,153,yiryiy° ~ yiri°,yiryiy° ~ yiri°,,,JurSWb,,,,,,,6,,
907-153-1,,907,153,irä,irä,i r æ,,SolkWb,,,,,irä,iræ,6,,
101-153-1,,101,153,aske,aske,,,NSsNdb,,,,,,,7,,
203-154-1,,203,154,äiti,äiti,æ i t̪ i,,JL,,,,,,æit̪i,1,,
0-154-1,,0,154,*emä,*emä,,,UEW;Sam88,,,,,,,2,,
204-154-1,,204,154,emä,emä,,,KKSV,,,,,,,2,,
208-154-1,,208,154,emä,emä,e m æ,,InkmSk,,,,,emä,emæ,2,,
209-154-1,,209,154,emä,emä,e m æ,,VKJMS,,,,,emä,emæ,2,,
210-154-1,,210,154,ema,ema,e m ɑ,,SVSk,,,,,,emɑ,2,,
211-154-1,,211,154,imä,imä,,,VESr,,,,,,,2,,
212-154-1,,212,154,jemà,jemà,,,LivWb,,,,,,,2,,
901-154-1,,901,154,ńemi̮,ńemi̮,ɲ e m ɯ,,SlNgaRus,,,,,ńemi̮,ɲemɯ,2,,"'Mother, female'"
902-154-1,,902,154,nyebya,nyebya,,,JurSWb,,,,,,,2,,
